document_id,clean_text,sentiment
121,work document properti number isom molecular formula chno stabl acetamid oxazetidin includ even higher energi speci larg dipolar natur two isom detect emiss interstellar medium ism possibl candid identifi likelihood detect consid gener hardli compound discus exist chemic literatur work repres import contribut extend canon chemic bond contribut machin learn provid exact test ai applic presenc ism acetamid chconh subject current debat clear obviou path format shown htransfer ezethanimid acid chcohnh feasibl spite energi barrier kj mol specul imid acid form abund precursor ho chcn acidinduc water addit autocatalyt reaction wateric grain hccnhccnh hohccohnhhccohnh ho,Energy_Systems
122,melanoma seriou type skin cancer form cell melanocyt produc melanin pigment give color skin lowincom region lack special dermatologist caus skin cancer diagnos advanc stage peru high andean commun low resourc problem aggrav high incid ultraviolet radiat lack medic resourc make diagnosi normal mole imag obtain dermatoscop present work seek use mole imag obtain smartphon make classif suspect suspect melanoma mean featur extract algorithm first step make color light correct imag segment use kmean algorithm obtain area mole skin segment mole proceed extract main visual characterist use classif algorithm support vector machin svm random forest naiv bay obtain accuraci respect result show possibl use imag obtain smartphon develop classif algorithm accuraci detect melanoma skin mole,Energy_Systems
123,hightech manufactur industriesinclud semiconductor fabric automot assembl aerospac compon productionfac increas demand precis effici adapt tradit process optim method design experi doe six sigma measur system analysi msa long provid structur framework improv qualiti consist howev statist approach often limit static natur relianc fix experiment model fall short rapidli chang highli complex product environ research present comprehens datadriven framework integr classic statist techniqu modern artifici intellig ai methodolog enabl dynam continu process optim leverag ai algorithmssuch supervis machin learn model reinforc learn anomali detectionalongsid doe six sigma msa manufactur achiev realtim adapt enhanc process control predict accuraci integr allow synergist approach ai model train use data gener tradit experiment design refin continu feedback manufactur execut system ioten devic effect propos framework demonstr three case studi semiconductor etch optim use aiaugment doe torqu correct automot assembl line use six sigma machin learn defect reduct aerospac fabric predict mainten enhanc msa protocol across applic hybrid approach led substanti improv key perform indicatorsyield increas defect reduct much cycl time decreas find confirm ai replac tradit statist method rather enhanc util ad flexibl speed abil model complex nonlinear relationship manufactur becom digit datarich integr ai establish process improv framework essenti maintain global competit oper resili product excel paper conclud recommend futur research explain ai crossdisciplinari train standard integr protocol industri deploy,Energy_Systems
124,train robot modelfre deep reinforc learn drl carri robot manipul task without suffici success experi challeng hindsight experi replay introduc enabl drl agent learn failur experi howev heren modelfre drl still suffer limit train perform due uniform sampl strategi scarciti reward inform task environ inspir progress incent mechan human psycholog propos progress intrins motivationbas pher work overcom difficulti first trajectori progressbas priorit experi replay tpper modul develop priorit sampl valuabl trajectori data therebi achiev effici train second progress intrins reward pir modul introduc agent train add extra intrins reward encourag agent throughout explor task space experi challeng robot manipul task demonstr pher method outperform origin stateoftheart herbas method train perform code pher experiment video virtual real environ avail httpsgithubcomweixiangsmartph note practitionersthi work motiv develop fast effect learn method intellig robot manipul typic industri task includ push pick place workpiec essenti fundament process plan activ accomplish robot machin assembl applic toward smart manufactur introduct reinforc learn enabl robot learn manipul task autonom save effort engin teach hard program robot also reduc labor cost howev exist herbas reinforc learn algorithm low train effici perform due uniform sampl scant task reward inspir human learn work introduc progress incent mechan identifi valuabl trajectori data effect train addit novel reward method appli addit intrins reward agent learn valuabl trajectori space result fast robust learn set import weight paramet reward method given paper provid practic refer appli propos algorithm averag success rate two actual manipul task simul real robot manipul environ respect demonstr method effect environ averag gap success rate drop simul scenario real one due inher mismatch simul realiti high success rate demonstr real workpiecessort task exemplifi potenti train polici applic industri scenario,Energy_Systems
125,highdimension analog circuit size machin learningbas surrog model suffer high sampl cost evalu expens blackbox object function huge design space work address sampl effici challeng elabor reduc dimension input space enabl effici optim autom analog circuit size propos latent space optim method includ iter updat gener model base variat autoencod emb solut manifold analog circuit lowdimension continu space latent variabl optim use bayesian optim effect propos method verifi two realworld analog circuit design variabl comparison bo origin highd space latent lowd space assist embed strategi propos method achiev improv optim perform within runtim limit also conduct technolog migrat experi use pretrain variat autoencod model demonstr necess pretrain scalabl propos method,Energy_Systems
126,articl aim offer novel answer follow question firm use artifici intellig ai technolog creat captur valu specif predict machin learn articl analys ten paper author theme valu creation ai paper includ conceptu research empir case casebas theori build exploratori case explor manag ai capabl busi model use varieti methodolog includ systemat review statist regress qualit compar analysi qca enhanc theoret practic insight aris research articl add regulatori dimens analysi discus european union eu artifici intellig act result show ai creat perceiv user valu enabl realiz data network effect appli within firm busi model architectur ai activ one four avail busi model theme novelti effici complementar lockin account valu creation captur studi contribut understand firm use new technolog creat valu find suggest integr ai busi model essenti deliv user valu foster data network effect manag play crucial role coordin ai deploy across busi activ find reveal firm must activ appropri busi model theme eg novelti effici lockin also ensur complianc evolv regulatori standard secur sustain competit advantag studi adopt multitheoret approach base busi model theori theori data network effect howev author studi consid use larg sampl test find differ context enhanc generaliz,Energy_Systems
127,rna sequenc becom standard techniqu high resolut genomewid monitor gene express often compris first step toward understand complex molecular mechan drive variou phenotyp span organ develop diseas genesi monitor progress advantag rna sequenc abil captur complex transcriptom event altern splice result altern isoform abund time advantag remain algorithm comput challeng especi emerg even higher resolut technolog singlecel rna sequenc although sever algorithm propos effect detect differenti isoform express rnaseq data wide accept golden standard establish fact compound signific differ output differ algorithm appli data addit mani propos algorithm remain scarc poorli maintain driven challeng develop novel integr approach effect combin wide use algorithm differenti transcript isoform analysi use stateoftheart machin learn techniqu demonstr usabl appli simul data base sever organ use sever perform metric conclud strategi outperform applic individu algorithm final approach implement r shini applic underli data analysi pipelin also avail docker contain,Energy_Systems
128,financi sector greatli impact monetari wellb consum trader financi institut current era artifici intellig redefin limit financi market base stateoftheart machin learn deep learn algorithm extens use techniqu financi instrument price predict market trend analysi establish invest opportun portfolio optim etc investor trader use machin learn deep learn model forecast financi instrument movement widespread adopt ai financ imper summar recent machin learn deep learn model motiv u present comprehens review practic applic machin learn financi industri articl examin algorithm supervis unsupervis machin learn algorithm ensembl algorithm time seri analysi algorithm deep learn algorithm stock price predict solv classif problem contribut review articl follow provid descript machin learn deep learn model use financi sector b provid gener framework stock price predict classif c implement ensembl modelrandom forest xgboost lstmfor forecast tainiwalchm agropho stock price perform compar analysi popular machin learn deep learn model,Energy_Systems
129,accur hand gestur predict crucial effect upperlimb prosthet limb control high flexibl multipl degre freedom exhibit human hand grow interest integr deep network highdens surfac electromyographi hdsemg grid enhanc gestur recognit capabl howev mani exist method fall short fulli exploit specif spatial topolog tempor depend present hdsemg data addit studi often limit number gestur lack gener henc studi introduc novel gestur recognit method name stgcngr leverag spatiotempor graph convolut network hdsemgbas humanmachin interfac firstli construct muscl network base function connect channel creat graph represent hdsemg record subsequ tempor convolut modul appli captur tempor depend hdsemg seri spatial graph convolut modul employ effect learn intrins spatial topolog inform among distinct hdsemg channel evalu propos model public hdsemg dataset compris substanti number gestur ie result demonstr remark capabl stgcngr method achiev impress accuraci predict gestur surpass stateoftheart deep learn method appli dataset,Energy_Systems
130,scene text detect task detect text real imag hot research topic machin vision commun current research base anchor box method complex model design timeconsum train paper propos new fulli convolut onestag object detect fcosbas text detect method robustli detect multiori multilingu text natur scene imag per pixel predict approach propos text detector employ anchorfre approach unlik stateoftheart text detector reli predefin anchor box order enhanc featur represent abil fco text detect task appli bidirect featur pyramid network bifpn backbon network enhanc model learn capac increas recept field demonstr superior perform method multiori icdar icdar mlt horizont icdar text detect benchmark task moreov method fmeasur benchmark dataset icdar icdar respect icdar mlt dataset,Machine_Learning
131,research explor integr softwaredefin network genabl vehicular ad hoc network gvanet focu implement packag filter model goal enhanc network within dynam environ leverag sdn central control capabl studi aim optim network perform enhanc secur improv qualiti servic gvanet outcom research potenti contribut significantli advanc intellig transport system vehicular commun network vanet milieu oper dynam major issu afford high reliabl low latenc high bandwidth g significantli provid seamless connect ultrafast speed vehicletoinfrastructur vi vehicletovehicl vv commun advanc internet vehicl brought secur issu illeg devic access data inject maninthemiddl attack avoid issu work implement packag filter model pfm train use machin learn readi use realtim detect filter fraudul transact base frequenc behaviour characterist commun simul result ensur propos mechan afford enhanc packet deliveri lower transmiss delay minimum fraud packag bare minimum block process time compar exist stateoftheart mechan,Energy_Systems
132,studi design system review metaanalysi also provid retrospect cohort valid studi object use metaanalysi determin pool discriminatori abil skelet oncolog research group sorg classic algorithm ca machin learn algorithm mla test hypothesi sorgca less variabl perform sorgmla nonamerican valid cohort sorgca incorpor regionalspecif variabl bodi mass index input method data extract includ studi logittransform appli extract auc analysi discriminatori abil algorithm directli compar logit auc subgroup analysi region america v nonamerica also conduct compar correspond logit auc result pool logit auc day sorgca confid interv ci year sorgca ci day sorgmla ci year sorgmla ci algorithm perform better unit state taiwan p perform sorgca less influenc nonamerican cohort sorgmla conclus observ might highlight import incorpor regionspecif variabl exist model make generaliz racial geograph distinct region,Energy_Systems
133,studi conduct comprehens analysi gender inequ sri lanka focus relationship key socioeconom factor gender inequ index gii appli machin learn techniqu includ decis tree ensembl method studi investig influenc econom indic gdp per caput govern expenditur govern revenu unemploy rate gender dispar analysi reveal higher gdp govern revenu associ reduc gender inequ greater unemploy rate exacerb dispar explain ai techniqu shap highlight critic role govern polici econom develop shape gender equal find offer specif insight policymak design target intervent aim reduc gender gap sri lanka particularli priorit econom growth inclus public spend,Energy_Systems
134,aim investig cuproptosisrel molecular immun infiltr agerel macular degener amd develop establish predict model method express profil cuproptosisrel gene immun signatur amd base microarray dataset gse analyz total amd sampl use identifi cuproptosisrel differenti express gene cudeg togeth immun cell infiltr refin list potenti gene amd diagnosi three machin learn techniqu use extern dataset appli confirm accuraci predict perform revers transcript polymeras chain reaction rtpcr also perform examin level mrna hub gene activ immun respons cudeg assess amd control result six gene includ atpa dbt vegfa ube cp slca screen cuproptosissignatur amd via three machin learn method next slca vegfa select hub gene perform evalu extern dataset gse analysi show slca vegfa associ pathway relat immun signal immun function observ relat infiltr immun cell final mrna express level slca vegfa significantli higher laser induc choroid neovascular cnv group control group detect rtpcr conclus studi possibl relationship cuproptosi amd expound systemat predict model develop assess risk cuproptosisrel gene clinic prognost valu amd patient,Energy_Systems
135,healthcar autom evolv rapidli seen recent popular ehealth digit health system massiv amount health relat data produc system given rise field health informat world health organ decompos smarthealth standardsbas machineread adapt requirementsbas testabl provid guidelin digit health heterogen big health data health flow cloud requir consider uniform structur allow interoper generaliz univers use analysi research propos deeplearn architectur diseas diagnosi consid diabet mellitu dm case studi three corpus contain dm patient data consid prepar process use extens data wareh techniqu label icdcm diagnost code extract desir health data unifi data model healthcar complianc hl fhir v schema contribut twofold first three big data cloud analyt model propos valid unifi corpus second maximum possibl diseas specif singl multipl dm patient diagnos accuraci use deep multinomialmultilabel distribut learn dmdl,Energy_Systems
136,cognit radio cr technolog enabl effici exploit radio spectrum util exist unus frequenc spectrum sen import process cr allow user detect unus commun channel paper propos enhanc deep learn dl classif approach spectrum sen approach introduc linear support vector machin svm classif layer detectnet base dl techniqu simul result propos approach provid better perform term detect low signaltonois ratio snr compar detectnet techniqu,Machine_Learning
137,studi introduc cti corridor tree inspect innov softwar solut autom detect hazard tree electr corridor use lidar data tailor challeng cameroon den forest environ integr droneacquir lidar point cloud artifici intellig techniqu includ dbscan cluster veget segment softwar enabl precis identif tree pose risk power line develop c helixtoolkit visual prototyp process dataset million point achiev mean f score process time second per km test km pilot corridor detect tree classifi highrisk demonstr detect precis system gener action pdf report geospati metric facilit proactiv mainten util like eneo limit includ sensit den foliag lack speci classif research advanc veget manag tropic set offer scalabl costeffect tool infrastructur resili futur enhanc could incorpor machin learn adapt segment multitempor monitor keyword lidar drone artifici intellig veget manag electr corridor tree detect cameroon receiv date august accept date septemb publish date octob avail onlin httpswwwijsrisjournalcomindexphpojsfilesarticleview,Energy_Systems
138,knearest neighbor algorithm supervis machin learn algorithm use classif problem execut time algorithm could extrem high especi huge highdimension dataset object work design implement effici parallel hardwar architectur acceler knn classifi propos architectur implement use fpga intel devcloud experiment result show propos hardwar implement algorithm time faster softwar implement classif accuraci benchmark classif dataset,Energy_Systems
139,tahu berformalin adalah salah satu jeni makanan yang sere mengandung bahanbahan kimia yang dapat mengawetkan daripada tahu tanpa formalin pada tahu berformalin dapat memberikan tekstur lebih kenyal dan berwarna putih bersih penelitian ini bertujuan untuk mengklasifikasikan tahu berformalin dan tahu tidak berformalin pada paper ini menggunakan algoritma stochast gradient descent atau dalam penerapannya lebih diken dengan sgd classifi yang merupakan bagian dari algoritma machin learn untuk klasifikasi regresi maupun jaringan syaraf tiruan serta algoritma ini sangat efisien pada dataset berskala besar penelitian ini mencoba menerapkan algoritma sgd pada dataset tahu berformalin dengan jumlah dataset yakni yang dimana data tahu berformalin dan data tahu tidak berformalin setelah dilakukan beberapa tahapan dalam pengujian dengan algoritma sgd maka diperolah hasil akurasi presisi recal fscore pada model yang masingmas untuk akurasi untuk presisi untuk recal untuk fscore dan dilakukan pengujian menggunakan data yang tidak termasuk dalam data latih memperoleh performansi ratarata akurasi sebesar presisi recal dan fscore,Machine_Learning
140,poststrok injuri limit daili activ patient caus consider inconveni therefor predict activ daili live adl result patient stroke hospit discharg assist clinic worker formul person effect strategi therapeut intervent prepar hospit discharg plan suit patient need studi use leaveoneout crossvalid procedur evalu perform machin learn model addit test method use identifi optim weak learner combin form stack model subsequ hyperparamet optim algorithm use optim model hyperparamet final optim algorithm use analyz featur featur high import identifi limit number featur includ machin learn model variou featur fed learn model predict barthel index bi discharg result indic random forest rf adapt boost adaboost multilay perceptron mlp produc suitabl result critic predict factor studi bi admiss machin learn model use assist clinic worker predict adl patient stroke hospit discharg,Energy_Systems
141,abstract artifici intellig ai sped creation intellig convers system chatbot total chang peopl interact comput investig look aipow chatbot develop design use varieti sector custom servic healthcar educ ecommerc highlight natur languag process nlp machin learn ml deep learn techniqu combin assist chatbot understand interpret effect respond consum request research examin typic framework platform chatbot develop addit languag comprehens emot intellig privaci user engag challeng furthermor effect adapt chatbot significantli increas due recent advanc gener ai model gpt bert final section paper examin futur research direct emphas ai chatbot potenti creat convers agent humanlik contextu awar emot intellig creation intellig chatbot comprehend react natur languag artifici intellig ai complet chang humancomput interact design deploy aibas chatbot mimic human speech order deliv prompt precis contextawar respons main emphasi studi chatbot interpret user inquiri extract pertin data provid insight respons real time util natur languag process nlp machin learn ml techniqu solut improv user engag convers accuraci incorpor deep learn model entiti recognit intent detect addit chatbot design includ modul respons gener dialogu manag data prepar guarante depend flexibl across rang disciplin especi healthcar applic,Energy_Systems
142,digit medium identifi comput propaganda provid pathway propaganda expand reach without limit stateback propaganda aim shape audienc cognit toward entiti favor certain polit parti author furthermor becom part modern inform warfar use order gain advantag oppon current studi focu use machin learn quantit qualit method distinguish certain piec inform social medium propaganda mainli conduct english content littl research address chine mandarin content propaganda detect want go one step provid finegrain inform propaganda techniqu appli research aim bridg inform gap provid multilabel propaganda techniqu dataset mandarin base stateback inform oper dataset provid twitter addit present dataset appli multilabel text classif use finetun bert potenti could help futur research detect stateback propaganda onlin especi crosslingu context cross platform ident consolid,Machine_Learning
143,devic identif fundament issu internet thing studi modern literatur indic machin learn approach could use devic identif howev hypothesi devic behavior could character machin learn techniqu devic identif thoroughli investig therefor conduct comprehens studi examin hypothesi creat trust untrust environ experiment test scenario contain four test case includ intranetwork network perimet cryptojack do six supervis machin learn classifi select evalu among six classifi adaboost classifi featur achiev test accuraci chosen test case evalu result show adaboost classifi promis trust environ howev accuraci adaboost classifi drop dramat less cryptojack do case result support hypothesi challeng face machin learningassist approach devic identif could complement safeguard whitelist intrus detect prevent system paper discus futur work includ use featur physic layer examin hypothesi,Energy_Systems
144,background societi burden strokeassoci pneumonia sap intracerebr haemorrhag ich cerebr small vessel diseas csvd complic clinic manifest stroke studi redefin csvd burden score incorpor novel radiologicalclin predict model sap materi method total patient admit tertiari hospit januari decemb includ particip divid train test group use fivefold crossvalid method four model two tradit statist model logist regress isan two machin learn model random forest support vector machin establish evalu outcom baselin characterist compar sap nonsap group result among patient develop sap first ich multivari analysi reveal logist regress lr model superior predict sap train test group independ predictor sap ich includ total csvd burden score ci haematoma extens ventricl ci haematoma multilobar involv ci transpharyng intub oper ci admiss nihss score ci male sex ci age ci patient sap group wors outcom nonsap group conclus studi establish clinic combin imag model predict strokeassoci pneumonia demonstr superior perform compar exist isan model given poor outcom observ patient sap use individualis predict nomogram vital clinic practic,Energy_Systems
145,eegbas bci system make use wellstudi pattern brain activ howev system involv task indirectli map simpl binari command ye requir mani week biofeedback train hypothes signal process machin learn method use discrimin eeg direct yesno bci singl session blind sourc separ bs spectral transform eeg produc dimension featur space use modifi genet algorithm ga wrap around support vector machin svm classifi search space featur subset gaba search found featur subset outperform full featur set random featur subset also bs transform eeg outperform origin time seri particularli conjunct subset search space result suggest bs featur select use improv perform even direct singlesess bci,Energy_Systems
146,global popul depend agricultur consid agricultur activ primari sourc occup earn incom problem occur primari sector go affect livelihood live popul serious henceforth import keep balanc agricultur area prevent someth similar like advers effect plant diseas area artifici intellig taken interest turn present time growth neural network base intellig machin learn organ rous comput model far outshin present past type humanmad conscious like manner artifici intellig errand one amaz form artifici neural network engin cnn cnn basic util tackl troublesom picturedriven pattern recognit task exact yet straightforward construct provid untangl method start annsa new strategi identif diseas plant use cnn propos paper dataset util contain around imag includ train test dataset paper give short prologu cnn discus late express document newli frame strategi evolv brilliantli tremend pictur recognit model,Energy_Systems
147,paper util multiobject optim effici fabric novel carbon nanotub cnt base nanocomposit proxim sensor previous develop model util gener larg data set requir optim includ dimens film sensor appli excit frequenc medium permitt resist sensor dielectr maxim sensor sensit minim cost materi use decreas runtim origin model artifici neural network ann implement gener onethousand sampl data set creat train blackbox model model use fit function genet algorithm ga model dualobject optim also repres pareto frontier optimum solut scatter distribut parametr studi also perform discern effect variou devic paramet result provid wide rang geometr data lead maximum sensit minimum cost conduct nanoparticl innov contribut research combin ga ann result fast accur optim scheme,Energy_Systems
148,rapid develop artifici intellig ai machin learn ml past decad transform numer industri extens optim autom decisionmak manufactur medicin financ urban develop ai ml technolog prove capabl streamlin oper optim function effici reduc human intervent despit ubiqu ai ml field research achiev full potenti technolog especi realtim decisionmak interpret ethic still remain larg recent studi shown ai autom repetit task input data fraud detect custom servic play role complex decisionmak situat predict financ analyt person healthcar gap lie balanc aiautom function human input especi riski case involv medicin autonom vehicl moreov issu explain ai model limit largescal deploy sensit decisionmak area,Energy_Systems
149,key part cnc machin tool roll bear thu vital employ datadriven approach fault diagnosi paper propos twostag fusion spar learn algorithm fault data process identifi diagnos fault type roll bear base sensor measur data featur extract phase tempor featur sequenti data within big data extract use long short term memori lstm network moreov classif learn stage contain new spar learn algorithm appli l regular stochast configur network scn iter learn formula combin altern direct method multipli admm analysi quadrat equat theori simultan model inequ supervis mechan updat base converg analysi develop algorithm incorpor benefit lstm extract tempor data characterist along sparsiti ea converg lightweight natur scn consequ mitig shortcom deep model endtoend applic particularli term interpret structur redund thu make suitabl deploy edg devic final fusion spar learn model lstmlscn introduc base twostag learn algorithm roll bear fault diagnosi experi benchmark dataset optim sparsiti degre algorithm spar code network scn reach higher poolingbas spar code network pscn moreov experi base dataset case western reserv univers cwru optim test classif accuraci achiev optim sparsiti degre scn reach result verifi propos algorithm exhibit sparsiti demonstr effect capabl identifi fault roll bear,Energy_Systems
150,forecast crop yield one key challeng agricultur sector especi context chang climat unstabl weather condit kazakhstan possess signific territori suitabl grow grain crop face mani challeng relat effect manag agricultur activ regard yield forecast becom integr part plan decisionmak process agricultur inform analyt subsystem integr yield forecast method allow agribusi estim futur product accur minimis risk associ climat chang optimis resourc use import compon system consider weather condit weather factor direct impact crop growth develop purpos articl develop evalu modern method forecast grain yield take account influenc weather condit well integr informationanalyt subsystem improv accuraci agricultur forecast achiev goal articl address follow task analys exist method yield forecast identifi advantag disadvantag develop forecast model includ machin learn method gradient boust recurr neural network valid develop model basi histor data use crossvalid method evalu effect propos method compar basic model linear regress simpl averag evalu effect propos method compar basic model linear regress simpl averag articl review modern method forecast grain crop yield kazakhstan well technolog use informationanalyt subsystem particular attent paid analysi influenc meteorolog condit yield develop model take factor account present review research result aim improv exist approach manag agricultur process condit grow uncertainti caus climat chang articl explor import scientif task relat develop method stepbystep forecast agrometeorolog factor grain yield reli principl analog,Energy_Systems
